formula,value,AtomicVolume_stoich_avg,AtomicVolume_min,AtomicVolume_max,AtomicWeight_stoich_avg,AtomicWeight_min,AtomicWeight_max,BoilingT_stoich_avg,BoilingT_min,BoilingT_max,Column_stoich_avg,Column_min,Column_max,CovalentRadius_stoich_avg,CovalentRadius_min,CovalentRadius_max,Density_stoich_avg,Density_min,Density_max,Electronegativity_stoich_avg,Electronegativity_min,Electronegativity_max,FirstIonizationEnergy_stoich_avg,FirstIonizationEnergy_min,FirstIonizationEnergy_max,GSbandgap_stoich_avg,GSbandgap_min,GSbandgap_max,GSenergy_pa_stoich_avg,GSenergy_pa_min,GSenergy_pa_max,GSestBCClatcnt_stoich_avg,GSestBCClatcnt_min,GSestBCClatcnt_max,GSestFCClatcnt_stoich_avg,GSestFCClatcnt_min,GSestFCClatcnt_max,GSmagmom_stoich_avg,GSmagmom_min,GSmagmom_max,GSvolume_pa_stoich_avg,GSvolume_pa_min,GSvolume_pa_max,HHIp_min,HHIp_max,HHIr_min,HHIr_max,HeatCapacityMass_stoich_avg,HeatCapacityMass_min,HeatCapacityMass_max,HeatCapacityMolar_stoich_avg,HeatCapacityMolar_min,HeatCapacityMolar_max,HeatFusion_stoich_avg,HeatFusion_min,HeatFusion_max,ICSDVolume_stoich_avg,ICSDVolume_min,ICSDVolume_max,IsAlkali_stoich_avg,IsAlkali_min,IsAlkali_max,IsDBlock_stoich_avg,IsDBlock_min,IsDBlock_max,IsFBlock_stoich_avg,IsFBlock_min,IsFBlock_max,IsMetal_stoich_avg,IsMetal_min,IsMetal_max,IsMetalloid_stoich_avg,IsMetalloid_min,IsMetalloid_max,IsNonmetal_stoich_avg,IsNonmetal_min,IsNonmetal_max,MeltingT_stoich_avg,MeltingT_min,MeltingT_max,MendeleevNumber_stoich_avg,MendeleevNumber_min,MendeleevNumber_max,MiracleRadius_min,MiracleRadius_max,NUnfilled_stoich_avg,NUnfilled_min,NUnfilled_max,NValance_stoich_avg,NValance_min,NValance_max,NdUnfilled_stoich_avg,NdUnfilled_min,NdUnfilled_max,NdValence_stoich_avg,NdValence_min,NdValence_max,NfUnfilled_stoich_avg,NfUnfilled_min,NfUnfilled_max,NfValence_stoich_avg,NfValence_min,NfValence_max,NpUnfilled_stoich_avg,NpUnfilled_min,NpUnfilled_max,NpValence_stoich_avg,NpValence_min,NpValence_max,NsUnfilled_stoich_avg,NsUnfilled_min,NsUnfilled_max,NsValence_stoich_avg,NsValence_min,NsValence_max,Number_stoich_avg,Number_min,Number_max,Polarizability_stoich_avg,Polarizability_min,Polarizability_max,Row_stoich_avg,Row_min,Row_max,SpaceGroupNumber_stoich_avg,SpaceGroupNumber_min,SpaceGroupNumber_max,Count NaN,% NaN
C2Cl6,456.15,13740.33655,8.825089715,18317.50704,29.592425,12.0107,35.453,1254.22,238.96,4300,16.25,14,17,95.5,76,102,567.4105,3.214,2260,3.0075,2.55,3.16,12.5407975,11.2603,12.96763,2.99375,2.493,4.496,-3.64075373,-9.209713655,-1.784433755,3.305059015,2.242692341,3.65918124,4.164113424,2.825615289,4.610279469,0,0,0,19.783125,5.64,24.4975,500,1500,500,1000,0.5365,0.479,0.709,27.591,8.517,33.949,31.75,3.2,117.4,23.205,5.67,29.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1084.45,171.6,3823,89.75,77,94,999999.9,999999.9,1.75,1,4,6.25,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1.75,1,4,4.25,2,5,0,0,0,2,2,2,14.25,6,17,2.0525,1.67,2.18,2.75,2,3,96.5,64,194,2,1.470588235
C42H59N3O10,484.15,11759.08059,8.825089715,18618.05194,6.718701404,1.00794,15.9994,1604.564035,20.13,4300,7.473684211,1,16,51.70175439,31,76,832.8363781,0.0899,2260,2.459824561,2.2,3.44,12.76336436,11.2603,14.5341,5.890087719,0,7.853,-5.750494485,-9.209713655,-3.331290765,2.362435742,2.242692341,3.091182017,2.976482521,2.825615289,3.894645292,0,0,0,6.688782895,5.64,14.76875,500,1300,500,500,7.772052632,0.709,14.304,21.40517544,8.517,29.378,43.31232456,0.06,117.4,20.78035088,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1422.190702,14.01,3823,85.77192982,77,92,64,72,2.245614035,1,4,2.649122807,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.728070175,0,4,1.166666667,0,4,0.51754386,0,1,1.48245614,1,2,3.614035088,1,8,1.059656026,0.666793,1.67,1.48245614,1,2,178.0350877,12,194,0,0
C4H4KNO4S,498.15,11171.45401,8.825089715,18618.05194,13.416144,1.00794,39.0983,1297.856667,20.13,4300,10.4,1,16,71.4,31,203,790.88844,0.0899,2260,2.613333333,0.82,3.44,12.20946302,4.3406633,14.5341,3.869,0,7.853,-5.506492196,-9.209713655,-1.097539713,2.735766277,2.242692341,5.268200874,3.44684952,2.825615289,6.637517176,0,0,0,13.27348611,5.64,73.10666667,500,1700,500,7200,4.415266667,0.708,14.304,23.2232,8.517,29.6,31.6754,0.06,117.4,22.95133333,5.67,75.63,0.066666667,0,1,0,0,0,0,0,0,0.066666667,0,1,0,0,0,0.933333333,0,1,1090.345333,14.01,3823,79.8,3,92,64,230,2.266666667,1,4,3.733333333,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.933333333,0,4,2.066666667,0,4,0.333333333,0,1,1.666666667,1,2,6.8,1,19,3.985678133,0.666793,43.23,1.933333333,1,4,139.5333333,12,229,0,0
C8F16,203.15,12404.01407,8.825089715,18601.60857,16.6691688,12.0107,18.9984032,1489.92,84.88,4300,16,14,17,63.33333333,57,76,754.464,1.696,2260,3.503333333,2.55,3.98,15.36863333,11.2603,17.4228,2.812,1.97,4.496,-4.20194519,-9.209713655,-1.698060958,2.539357266,2.242692341,2.687689729,3.199389673,2.825615289,3.386276865,0,0,0,8.351666667,5.64,9.7075,500,1500,500,1500,0.785666667,0.709,0.824,23.70833333,8.517,31.304,39.30333333,0.255,117.4,12.83666667,5.67,16.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1310,53.5,3823,87.66666667,77,93,999999.9,999999.9,2,1,4,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4,2,5,0,0,0,2,2,2,8,6,9,0.928,0.557,1.67,2,2,2,74.66666667,15,194,2,1.470588235
CH2BrI,274,7466.023131,8.825089715,18618.05194,44.16701,1.00794,126.90447,1025.912,20.13,4300,10,1,17,79.4,31,139,2064.03596,0.0899,4940,2.514,2.2,2.96,12.1444492,10.45126,13.598443,4.5442,1.062,7.853,-3.792144588,-9.209713655,-1.505402418,3.055913608,2.242692341,4.414518159,3.850209882,2.825615289,5.561944354,0,0,0,18.273,5.64,43.015,3300,4900,4800,6900,6.001,0.214,14.304,39.2618,8.517,75.69,26.113,0.06,117.4,35.472,5.67,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,900.734,14.01,3823,90.4,77,96,999999.9,999999.9,1.6,1,4,8,1,17,0,0,0,4,0,10,0,0,0,0,0,0,1.2,0,4,2.4,0,5,0.4,0,1,1.6,1,2,19.2,1,53,2.2157172,0.666793,5.025,2.6,1,5,142,64,194,2,1.470588235
Eu2O3,2623.15,11174.56682,48.12129236,18592.19717,70.38524,15.9994,151.964,774.06,90.1,1800,10.8,3,16,118.8,66,198,2098.4574,1.429,5244,2.538,1.185,3.44,10.438982,5.67038,13.61805,0,0,0,-3.585909879,-4.756791905,-1.82958684,3.249661048,2.630893787,4.177811939,4.094316359,3.314718462,5.263713205,0,0,0,20.047,9.105,36.46,500,9500,500,3100,0.6236,0.182,0.918,28.6908,27.66,29.378,3.816,0.22,9.21,29.828,17.36,48.53,0,0,0,0,0,0,0.4,0,1,0.4,0,1,0,0,0,0.6,0,1,470.88,54.8,1095,62.2,25,87,64,196,4,2,7,7.2,6,9,0,0,0,0,0,0,2.8,0,7,2.8,0,7,1.2,0,2,2.4,0,4,0,0,0,2,2,2,30,8,63,11.5612,0.802,27.7,3.6,2,6,98.8,12,229,0,0
H2Se,207.42,12421.10423,27.20880463,18618.05194,26.99196,1.00794,78.96,332.7533333,20.13,958,6,1,16,60.66666667,31,120,1606.393267,0.0899,4819,2.316666667,2.2,2.55,12.31642533,9.75239,13.598443,5.501666667,0.799,7.853,-3.377791147,-3.47079191,-3.331290765,2.819640035,2.365120549,3.728679007,3.552523833,2.979865165,4.697841169,0,0,0,13.05,6.615,25.92,2200,2200,6000,6000,9.643,0.321,14.304,27.67833333,25.363,28.836,2.27,0.06,6.69,31.28333333,29.81,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,174.0066667,14.01,494,91,89,92,118,118,1.333333333,1,2,6,1,16,0,0,0,3.333333333,0,10,0,0,0,0,0,0,0.666666667,0,2,1.333333333,0,4,0.666666667,0,1,1.333333333,1,2,12,1,34,1.701195333,0.666793,3.77,2,1,4,134,14,194,0,0
Na2MoO4,960.15,10637.59517,15.50088069,18592.19717,29.41959122,15.9994,95.96,1083.485714,90.1,4912,10.28571429,1,16,107.1428571,66,166,1745.959429,1.429,10280,2.54,0.93,3.44,10.26325457,5.139076,13.61805,0,0,0,-4.627679737,-10.84610777,-1.260241383,3.063012234,2.630893787,3.88167309,3.859153589,3.314718462,4.890601634,0,0,0,15.79952381,9.105,29.24333333,500,2400,500,5300,0.911285714,0.251,1.228,28.29028571,24.06,29.378,6.222857143,0.22,37.48,23.50714286,15.59,39.76,0.285714286,0,1,0.142857143,0,1,0,0,0,0.428571429,0,1,0,0,0,0.571428571,0,1,550.9914286,54.8,2896,57.42857143,2,87,64,180,2.285714286,1,6,4.571428571,1,6,0.714285714,0,5,0.714285714,0,5,0,0,0,0,0,0,1.142857143,0,2,2.285714286,0,4,0.428571429,0,1,1.571428571,1,2,13.71428571,8,42,9.175428571,0.802,24.11,2.714285714,2,5,105,12,229,0,0
P4S3,445.65,27.76516066,27.16654579,28.21412182,31.44143543,30.973762,32.065,623.88,553.5,717.72,15.42857143,15,16,106.1428571,105,107,1881.714286,1823,1960,2.357142857,2.19,2.58,10.43239857,10.36001,10.48669,1.872285714,1.625,2.202,-4.841955189,-5.400509043,-4.097216719,3.62988803,3.560590636,3.722284555,4.573372338,4.486063093,4.689784664,0,0,0,23.94879677,22.5702381,25.786875,700,2000,1000,5100,0.742857143,0.708,0.769,23.34228571,22.7,23.824,11.33185714,1.721,18.54,21.89142857,18.99,25.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,347.7542857,317.3,388.36,85.14285714,83,88,102,103,2.571428571,2,3,5.428571429,5,6,0,0,0,0,0,0,0,0,0,0,0,0,2.571428571,2,3,3.428571429,3,4,0,0,0,2,2,2,15.42857143,15,16,3.317142857,2.9,3.63,3,3,3,31.14285714,2,70,0,0
SnI2,593.15,37.42816673,26.96678526,42.65885747,124.17298,118.71,126.90447,1263.2,457.3,2875,16,14,17,139,139,139,5730,4940,7310,2.426666667,1.96,2.66,9.41548,7.34392,10.45126,0.708,0,1.062,-2.323950642,-3.96104709,-1.505402418,4.29395896,4.052840562,4.414518159,5.410049281,5.106259136,5.561944354,0,0,0,39.77166667,33.285,43.015,2600,4900,1600,4800,0.218333333,0.214,0.227,45.28333333,26.99,54.43,7.556666667,7.15,7.76,37.35666667,27.05,42.51,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0,0,0,0.666666667,0,1,426.26,386.85,505.08,90.66666667,80,96,999999.9,999999.9,2,1,4,16,14,17,0,0,0,10,10,10,0,0,0,0,0,0,2,1,4,4,2,5,0,0,0,2,2,2,52,50,53,5.703333333,5.025,7.06,5,5,5,89.66666667,64,141,2,1.470588235
C10H13ClN2,305.15,11447.13197,8.825089715,18618.05194,7.564485385,1.00794,35.453,1679.041154,20.13,4300,7.692307692,1,17,54.11538462,31,102,869.4955654,0.0899,2260,2.436153846,2.2,3.16,12.74686881,11.2603,14.5341,6.246769231,2.493,7.853,-5.908124333,-9.209713655,-1.784433755,2.423655224,2.242692341,3.65918124,3.053614234,2.825615289,4.610279469,0,0,0,7.555,5.64,24.4975,1300,1500,500,1000,7.523115385,0.479,14.304,21.23980769,8.517,33.949,45.33423077,0.06,117.4,21.05269231,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1488.839615,14.01,3823,85.53846154,77,94,72,72,2.307692308,1,4,2.692307692,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.807692308,0,4,1.192307692,0,5,0.5,0,1,1.5,1,2,4,1,17,1.144165731,0.666793,2.18,1.538461538,1,3,189,64,194,0,0
C10H8O4,431.15,10154.61159,8.825089715,18618.05194,8.734914545,1.00794,15.9994,1978.247273,20.13,4300,9.636363636,1,16,57.81818182,31,76,1027.565236,0.0899,2260,2.584545455,2.2,3.44,12.53921564,11.2603,13.61805,4.899272727,0,7.853,-6.262483195,-9.209713655,-3.331290765,2.35779377,2.242692341,2.630893787,2.970634003,2.825615289,3.314718462,0,0,0,6.624545455,5.64,9.105,500,500,500,500,5.690636364,0.709,14.304,19.69863636,8.517,29.378,53.42545455,0.06,117.4,17.37727273,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1752.785455,14.01,3823,84.27272727,77,92,64,64,2.545454545,1,4,3.272727273,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.181818182,0,4,1.636363636,0,4,0.363636364,0,1,1.636363636,1,2,4.545454545,1,8,1.147379273,0.666793,1.67,1.636363636,1,2,160.9090909,12,194,0,0
C12H22FeO14,461.15,13673.5833,8.825089715,18618.05194,9.104891429,1.00794,55.845,1151.801224,20.13,4300,8.612244898,1,16,54.08163265,31,132,714.6119143,0.0899,7874,2.63244898,1.83,3.44,12.91519278,7.9024,13.61805,4.626897959,0,7.853,-5.279296566,-9.209713655,-3.331290765,2.419518297,2.242692341,2.778923379,3.048402033,2.825615289,3.501224062,0.043074751,0,2.1106628,7.171632653,5.64,10.73,500,2400,500,1400,6.867285714,0.449,14.304,23.93853061,8.517,29.378,29.12265306,0.06,117.4,20.96530612,5.67,32.02,0,0,0,0.020408163,0,1,0,0,0,0.020408163,0,1,0,0,0,0.979591837,0,1,995.1514286,14.01,3823,86.14285714,55,92,64,125,2.081632653,1,4,3.306122449,1,8,0.081632653,0,4,0.12244898,0,6,0,0,0,0,0,0,1.551020408,0,4,1.632653061,0,4,0.448979592,0,1,1.551020408,1,2,4.734693878,1,26,1.108927469,0.666793,8.4,1.591836735,1,4,142.7142857,12,229,0,0
C12O12Ir4,468.15,7973.887903,8.825089715,18592.19717,39.4639,12.0107,192.217,2553.042857,90.1,4701,14.14285714,9,16,81,66,141,4192.041,1.429,22560,2.881428571,2.2,3.44,11.94315286,8.96702,13.61805,1.926857143,0,4.496,-7.249718304,-9.209713655,-4.756791905,2.52463643,2.242692341,3.051696628,3.180842582,2.825615289,3.84489682,0,0,0,8.349285714,5.64,14.21,500,5500,500,9100,0.716,0.131,0.918,19.82642857,8.517,29.378,56.28285714,0.22,117.4,11.85285714,5.67,17.36,0,0,0,0.142857143,0,1,0,0,0,0.142857143,0,1,0,0,0,0.857142857,0,1,2053.2,54.8,3823,78.85714286,60,87,64,136,3,2,4,7.571428571,4,23,0.428571429,0,3,1,0,7,0,0,0,2,0,14,2.571428571,0,4,2.571428571,0,4,0,0,0,2,2,2,17,6,77,2.145142857,0.802,7.6,2.571428571,2,6,120.4285714,12,225,0,0
C13H10O2,397.15,8939.185596,8.825089715,18618.05194,7.928692,1.00794,15.9994,2251.26,20.13,4300,8.96,1,16,57.2,31,76,1175.35028,0.0899,2260,2.4812,2.2,3.44,12.3841772,11.2603,13.61805,5.47912,0,7.853,-6.502110759,-9.209713655,-3.331290765,2.32271974,2.242692341,2.630893787,2.926443493,2.825615289,3.314718462,0,0,0,6.3072,5.64,9.105,500,500,500,500,6.16372,0.709,14.304,18.31348,8.517,29.378,61.0896,0.06,117.4,17.1452,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1997.948,14.01,3823,83.8,77,92,64,64,2.64,1,4,2.96,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,4,1.36,0,4,0.4,0,1,1.6,1,2,4.16,1,8,1.1992772,0.666793,1.67,1.6,1,2,179.44,12,194,0,0
C27H30O16,515.15,11729.52042,8.825089715,18618.05194,8.363253425,1.00794,15.9994,1618.431507,20.13,4300,9.095890411,1,16,55.31506849,31,76,836.2405616,0.0899,2260,2.601232877,2.2,3.44,12.73794781,11.2603,13.61805,4.890164384,0,7.853,-5.817940577,-9.209713655,-3.331290765,2.378090552,2.242692341,2.630893787,2.996206344,2.825615289,3.314718462,0,0,0,6.800136986,5.64,9.105,500,500,500,500,6.341794521,0.709,14.304,21.43954795,8.517,29.378,43.49479452,0.06,117.4,19.0609589,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1431.754795,14.01,3823,85.35616438,77,92,64,64,2.328767123,1,4,3.205479452,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.917808219,0,4,1.616438356,0,4,0.410958904,0,1,1.589041096,1,2,4.383561644,1,8,1.067476575,0.666793,1.67,1.589041096,1,2,154.109589,12,194,0,0
C2H8Si,123.15,13543.82564,8.825089715,18618.05194,5.470038182,1.00794,28.0855,1084.912727,20.13,4300,4.545454545,1,14,46.45454545,31,111,622.7926545,0.0899,2330,2.236363636,1.9,2.55,12.67816582,8.15168,13.598443,6.599,0.773,7.853,-4.590424676,-9.209713655,-3.331290765,2.441018083,2.242692341,3.444849839,3.075490066,2.825615289,4.340238825,0,0,0,7.694545455,5.64,20.44,4700,4700,1000,1000,10.59654545,0.709,14.304,24.33745455,8.517,28.836,25.95363636,0.06,117.4,26.13818182,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,1,0.909090909,0,1,858.6436364,14.01,3823,88,77,92,110,110,1.818181818,1,4,1.818181818,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1.090909091,0,4,0.545454545,0,2,0.727272727,0,1,1.272727273,1,2,3.090909091,1,14,1.291304,0.666793,5.53,1.363636364,1,3,197,194,227,0,0
C6H15N,249.75,13541.64676,8.825089715,18618.05194,4.599545455,1.00794,14.0067,1189.961818,20.13,4300,5.181818182,1,15,45.09090909,31,76,616.4817955,0.0899,2260,2.333636364,2.2,3.04,13.0032975,11.2603,14.5341,6.873090909,4.496,7.853,-5.156322028,-9.209713655,-3.331290765,2.364733832,2.242692341,3.091182017,2.979377932,2.825615289,3.894645292,0,0,0,6.719715909,5.64,14.76875,1300,1300,500,500,9.993363636,0.709,14.304,23.30754545,8.517,29.124,32.07522727,0.06,117.4,24.40909091,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1055.054545,14.01,3823,87.45454545,77,92,72,72,1.909090909,1,4,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1.227272727,0,4,0.681818182,0,3,0.681818182,0,1,1.318181818,1,2,2.636363636,1,7,0.960086136,0.666793,1.67,1.318181818,1,2,194,194,194,0,0
C7H5Br3O,354.65,6991.988498,8.825089715,18618.05194,21.551625,1.00794,79.904,1955.421875,20.13,4300,10.625,1,17,69.5625,31,120,1573.867406,0.0899,3120,2.573125,2.2,3.44,12.24211031,11.2603,13.61805,4.69425,0,7.853,-5.664394833,-9.209713655,-1.583025338,2.614480766,2.242692341,3.892116444,3.294039351,2.825615289,4.903759436,0,0,0,10.63125,5.64,29.48,500,3300,500,6900,4.9264375,0.474,14.304,28.7654375,8.517,75.69,52.3859375,0.06,117.4,25.785625,5.67,65.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1730.203125,14.01,3823,85.6875,77,95,64,64,2.375,1,4,5.625,1,17,0,0,0,1.875,0,10,0,0,0,0,0,0,2.0625,0,4,2.0625,0,5,0.3125,0,1,1.6875,1,2,10,1,35,1.560997813,0.666793,3.05,2.0625,1,4,158.25,12,194,0,0
C8H12O2,164.25,11848.70992,8.825089715,18618.05194,6.371803636,1.00794,15.9994,1582.807273,20.13,4300,7.090909091,1,16,50.54545455,31,76,821.9971273,0.0899,2260,2.44,2.2,3.44,12.74999164,11.2603,13.61805,5.918363636,0,7.853,-5.598490101,-9.209713655,-3.331290765,2.344762404,2.242692341,2.630893787,2.95421551,2.825615289,3.314718462,0,0,0,6.486818182,5.64,9.105,500,500,500,500,8.143454545,0.709,14.304,21.49654545,8.517,29.378,42.74363636,0.06,117.4,21.10545455,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1402.805455,14.01,3823,86.09090909,77,92,64,64,2.181818182,1,4,2.545454545,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.636363636,0,4,1.090909091,0,4,0.545454545,0,1,1.454545455,1,2,3.454545455,1,8,1.043887091,0.666793,1.67,1.454545455,1,2,177.4545455,12,194,0,0
MoO2,1373.15,12399.96507,15.50088069,18592.19717,42.65293333,15.9994,95.96,1697.4,90.1,4912,12.66666667,6,16,95.33333333,66,154,3427.619333,1.429,10280,3.013333333,2.16,3.44,11.44284333,7.09243,13.61805,0,0,0,-6.78656386,-10.84610777,-4.756791905,2.805317294,2.630893787,3.154164308,3.53447831,3.314718462,3.973998007,0,0,0,11.3,9.105,15.69,500,2400,500,5300,0.695666667,0.251,0.918,27.60533333,24.06,29.378,12.64,0.22,37.48,16.77,15.59,17.36,0,0,0,0.333333333,0,1,0,0,0,0.333333333,0,1,0,0,0,0.666666667,0,1,1001.866667,54.8,2896,74.66666667,50,87,64,139,3.333333333,2,6,6,6,6,1.666666667,0,5,1.666666667,0,5,0,0,0,0,0,0,1.333333333,0,2,2.666666667,0,4,0.333333333,0,1,1.666666667,1,2,19.33333333,8,42,4.801333333,0.802,12.8,3,2,5,84.33333333,12,229,0,0
NaFC2H2O2,473.15,11634.89941,8.825089715,18618.05194,12.50303156,1.00794,22.98976928,1257.6675,20.13,4300,10,1,17,71.125,31,166,686.591725,0.0899,2260,2.66125,0.93,3.98,12.43943275,5.139076,17.4228,3.3335,0,7.853,-4.694236874,-9.209713655,-1.260241383,2.630847022,2.242692341,3.88167309,3.314659541,2.825615289,4.890601634,0,0,0,10.20885417,5.64,29.24333333,500,500,500,500,4.23925,0.709,14.304,24.1245,8.517,31.304,29.776875,0.06,117.4,20.785,5.67,39.76,0.125,0,1,0,0,0,0,0,0,0.125,0,1,0,0,0,0.875,0,1,1025.99875,14.01,3823,75.875,2,93,64,64,2,1,4,3.75,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1.625,0,4,2.125,0,5,0.375,0,1,1.625,1,2,6.25,1,11,3.86807325,0.557,24.11,1.875,1,3,130.5,12,229,0,0
O7Re2,633.15,14463.86676,14.71033423,18592.19717,53.82331111,15.9994,186.207,1374.3,90.1,5869,14,7,16,84.88888889,66,151,4672.222556,1.429,21020,3.097777778,1.9,3.44,12.33259889,7.83352,13.61805,0,0,0,-6.459066541,-12.41702777,-4.756791905,2.73141192,2.630893787,3.083225384,3.441363373,3.314718462,3.884620563,0,0,0,10.33833333,9.105,14.655,500,3300,500,3300,0.744444444,0.137,0.918,28.51177778,25.48,29.378,7.744444444,0.22,34.08,16.77111111,14.71,17.36,0,0,0,0.222222222,0,1,0,0,0,0.222222222,0,1,0,0,0,0.777777778,0,1,811.2888889,54.8,3459,79.66666667,54,87,64,137,2.666666667,2,5,9.333333333,6,21,1.111111111,0,5,1.111111111,0,5,0,0,0,3.111111111,0,14,1.555555556,0,2,3.111111111,0,4,0,0,0,2,2,2,22.88888889,8,75,2.779333333,0.802,9.7,2.888888889,2,6,52.44444444,12,194,0,0
SmCl2,1128.15,12222.9903,33.95681901,18317.50704,73.75533333,35.453,150.36,851.3066667,238.96,2076,12.33333333,3,17,134,102,198,2453.142667,3.214,7353,2.496666667,1.17,3.16,10.52632,5.6437,12.96763,1.662,0,2.493,-2.760749048,-4.713379635,-1.784433755,3.789656504,3.65918124,4.050607032,4.774668001,4.610279469,5.103445064,0,0,0,27.40833333,24.4975,33.23,1500,9500,1000,3100,0.384666667,0.196,0.479,32.47933333,29.54,33.949,5.006666667,3.2,8.62,30.41333333,29.05,33.14,0,0,0,0,0,0,0.333333333,0,1,0.333333333,0,1,0,0,0,0.666666667,0,1,562.7333333,171.6,1345,70.33333333,23,94,999999.9,999999.9,3.333333333,1,8,7.333333333,7,8,0,0,0,0,0,0,2.666666667,0,8,2,0,6,0.666666667,0,1,3.333333333,0,5,0,0,0,2,2,2,32,17,62,11.05333333,2.18,28.8,4,3,6,98,64,166,2,1.470588235
B2F4,217.15,12403.50497,7.297767265,18601.60857,16.2692688,10.811,18.9984032,1480.92,84.88,4273,15.66666667,13,17,66,57,84,821.1306667,1.696,2460,3.333333333,2.04,3.98,14.38120667,8.29802,17.4228,1.821333333,1.524,1.97,-3.357940023,-6.677698154,-1.698060958,2.601719629,2.429779429,2.687689729,3.277961326,3.061330249,3.386276865,0,0,0,8.8625,7.1725,9.7075,1500,2900,1500,2000,0.891333333,0.824,1.026,24.565,11.087,31.304,16.90333333,0.255,50.2,13.53,7.75,16.42,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,1,0.666666667,0,1,818.3333333,53.5,2348,86,72,93,999999.9,999999.9,2.333333333,1,5,5.666666667,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,1,5,3.666666667,1,5,0,0,0,2,2,2,7.666666667,5,9,1.381333333,0.557,3.03,2,2,2,65.33333333,15,166,2,1.470588235
C10H12O,293.15,10525.95962,8.825089715,18618.05194,6.443551304,1.00794,15.9994,1883.985217,20.13,4300,7.304347826,1,16,52.08695652,31,76,982.7177304,0.0899,2260,2.406086957,2.2,3.44,12.58271157,11.2603,13.61805,6.052,0,7.853,-5.949105115,-9.209713655,-3.331290765,2.323446252,2.242692341,2.630893787,2.927358841,2.825615289,3.314718462,0,0,0,6.299347826,5.64,9.105,500,500,500,500,7.811130435,0.709,14.304,20.02521739,8.517,29.378,51.08434783,0.06,117.4,19.92608696,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1671.866087,14.01,3823,85.26086957,77,92,64,64,2.347826087,1,4,2.52173913,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.826086957,0,4,1.043478261,0,4,0.52173913,0,1,1.47826087,1,2,3.47826087,1,8,1.108848522,0.666793,1.67,1.47826087,1,2,186.0869565,12,194,0,0
C17H20N4S,468.15,10640.67209,8.825089715,18618.05194,7.438869048,1.00794,32.065,1774.50381,20.13,4300,7.952380952,1,16,54.78571429,31,105,961.5905238,0.0899,2260,2.430714286,2.2,3.04,12.66405643,10.36001,14.5341,6.224809524,2.202,7.853,-6.193664976,-9.209713655,-3.331290765,2.417028414,2.242692341,3.722284555,3.045264977,2.825615289,4.689784664,0,0,0,7.453377976,5.64,25.786875,700,1300,500,1000,7.214309524,0.708,14.304,20.49297619,8.517,29.124,47.62240476,0.06,117.4,20.31595238,5.67,32.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1569.327619,14.01,3823,84.88095238,77,92,72,103,2.428571429,1,4,2.714285714,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1.952380952,0,4,1.19047619,0,4,0.476190476,0,1,1.523809524,1,2,3.952380952,1,16,1.167282381,0.666793,2.9,1.547619048,1,3,191.047619,70,194,0,0
